                      name                       |                      name                       |                                                                           show_trgm                                                                           |                                                                         show_trgm                                                                         | similarity 
 Applebee's Neighborhood Grill                   | Apploebee's Neighbprhood Grill                  | {a#,app,app!,bee,bor,ebe,eig,g#,ghb,gri,gri!,hbo,hoo,igh,ill,leb,n#,nei,nei!,ood,orh,ple,ppl,rho,ril,s}                                                       | {a#,app,app!,bee,bpr,ebe,eig,g#,ghb,gri,gri!,hbp,hoo,igh,ill,loe,n#,nei,nei!,oeb,ood,plo,ppl,prh,rho,ril,s}                                               |   0.777778
 Applebee's Neighborhood Grill                   | Apploebee's Neighbprhood Grill                  | {a#,app,app!,bee,bor,ebe,eig,g#,ghb,gri,gri!,hbo,hoo,igh,ill,leb,n#,nei,nei!,ood,orh,ple,ppl,rho,ril,s}                                                       | {a#,app,app!,bee,bpr,ebe,eig,g#,ghb,gri,gri!,hbp,hoo,igh,ill,loe,n#,nei,nei!,oeb,ood,plo,ppl,prh,rho,ril,s}                                               |   0.777778
 Applebee's Neighborhoopd Grill                  | Apploebee's Neighbprhood Grill                  | {a#,app,app!,bee,bor,ebe,eig,g#,ghb,gri,gri!,hbo,hoo,igh,ill,leb,n#,nei,nei!,oop,opd,orh,ple,ppl,rho,ril,s}                                                   | {a#,app,app!,bee,bpr,ebe,eig,g#,ghb,gri,gri!,hbp,hoo,igh,ill,loe,n#,nei,nei!,oeb,ood,plo,ppl,prh,rho,ril,s}                                               |   0.740741
 Applebee's Neighbprhpod Grill                   | Apploebee's Neighbprhood Grill                  | {a#,app,app!,bee,bpr,ebe,eig,g#,ghb,gri,gri!,hbp,hpo,igh,ill,leb,n#,nei,nei!,ple,pod,ppl,prh,rhp,ril,s}                                                       | {a#,app,app!,bee,bpr,ebe,eig,g#,ghb,gri,gri!,hbp,hoo,igh,ill,loe,n#,nei,nei!,oeb,ood,plo,ppl,prh,rho,ril,s}                                               |   0.777778
 1515 Restaurant                                 | Aria Restaurant                                 | {1#,151,151!,515,ant,aur,est,r#,ran,res,res!,sta,tau,ura}                                                                                                     | {a#,ant,ari,ari!,aur,est,r#,ran,res,res!,ria,sta,tau,ura}                                                                                                 |   0.714286
 Agave Restaurant                                | Aria Restaurant                                 | {a#,aga,aga!,ant,aur,ave,est,gav,r#,ran,res,res!,sta,tau,ura}                                                                                                 | {a#,ant,ari,ari!,aur,est,r#,ran,res,res!,ria,sta,tau,ura}                                                                                                 |   0.733333
 Akbar Restaurant                                | Aria Restaurant                                 | {a#,akb,akb!,ant,aur,bar,est,kba,r#,ran,res,res!,sta,tau,ura}                                                                                                 | {a#,ant,ari,ari!,aur,est,r#,ran,res,res!,ria,sta,tau,ura}                                                                                                 |   0.733333
 Aria Restaurfant                                | Aria Restaurant                                 | {a#,ant,ari,ari!,aur,est,fan,r#,res,res!,rfa,ria,sta,tau,urf}                                                                                                 | {a#,ant,ari,ari!,aur,est,r#,ran,res,res!,ria,sta,tau,ura}                                                                                                 |        0.8
 B Restaurant                                    | Aria Restaurant                                 | {ant,aur,b,est,r#,ran,res,res!,sta,tau,ura}                                                                                                                   | {a#,ant,ari,ari!,aur,est,r#,ran,res,res!,ria,sta,tau,ura}                                                                                                 |   0.714286
 Cibo Restaurant                                 | Aria Restaurant                                 | {ant,aur,c#,cib,cib!,est,ibo,r#,ran,res,res!,sta,tau,ura}                                                                                                     | {a#,ant,ari,ari!,aur,est,r#,ran,res,res!,ria,sta,tau,ura}                                                                                                 |   0.714286
 Cole' Restaurant                                | Aria Restaurant                                 | {ant,aur,c#,col,col!,est,ole,r#,ran,res,res!,sta,tau,ura}                                                                                                     | {a#,ant,ari,ari!,aur,est,r#,ran,res,res!,ria,sta,tau,ura}                                                                                                 |   0.714286
 Artista Restaurant                              | Artiusta Restaurant                             | {a#,ant,art,art!,aur,est,ist,r#,ran,res,res!,rti,sta,tau,tis,ura}                                                                                             | {a#,ant,art,art!,aur,est,ius,r#,ran,res,res!,rti,sta,tau,tiu,ura,ust}                                                                                     |   0.823529
 Asian Noodle Bar                                | Asian Noodle Bar                                | {a#,asi,asi!,b#,bar,bar!,dle,ian,n#,noo,noo!,odl,ood,sia}                                                                                                     | {a#,asi,asi!,b#,bar,bar!,dle,ian,n#,noo,noo!,odl,ood,sia}                                                                                                 |          1
 Atlantgis Steakhous                             | Atlantis Steakhouse                             | {a#,akh,ant,atl,atl!,eak,gis,hou,kho,lan,ntg,ous,s#,ste,ste!,tea,tgi,tla}                                                                                     | {a#,akh,ant,atl,atl!,eak,hou,kho,lan,nti,ous,s#,ste,ste!,tea,tis,tla,use}                                                                                 |   0.833333
 At Last Caf - JM Chef Catering                  | At Last Caf - JM Chef Catering                  | {ast,at,ate,c#,caf,caf!,cat,cat!,che,che!,eri,hef,ing,jm,l#,las,las!,rin,ter}                                                                                 | {ast,at,ate,c#,caf,caf!,cat,cat!,che,che!,eri,hef,ing,jm,l#,las,las!,rin,ter}                                                                             |          1
 A Touch of European Cafe                        | A Touch of European Cafe                        | {a,afe,c#,caf,caf!,e#,ean,eur,eur!,of,ope,ouc,pea,rop,t#,tou,tou!,uch,uro}                                                                                    | {a,afe,c#,caf,caf!,e#,ean,eur,eur!,of,ope,ouc,pea,rop,t#,tou,tou!,uch,uro}                                                                                |          1
 Arya Global Cuisine                             | Atya Global Cuisine                             | {a#,ary,ary!,bal,c#,cui,cui!,g#,glo,glo!,ine,isi,lob,oba,rya,sin,uis}                                                                                         | {a#,aty,aty!,bal,c#,cui,cui!,g#,glo,glo!,ine,isi,lob,oba,sin,tya,uis}                                                                                     |   0.823529
 August Moon Chinese Bistro                      | Augusy Moon Chinese Bistro                      | {a#,aug,aug!,b#,bis,bis!,c#,chi,chi!,ese,gus,hin,ine,ist,m#,moo,moo!,nes,oon,str,tro,ugu,ust}                                                                 | {a#,aug,aug!,b#,bis,bis!,c#,chi,chi!,ese,gus,hin,ine,ist,m#,moo,moo!,nes,oon,str,tro,ugu,usy}                                                             |   0.956522
 Avanti Fountain Place                           | Avanti Foiuntain Place                          | {a#,ace,ain,ant,ava,ava!,f#,fou,fou!,lac,nta,nti,oun,p#,pla,pla!,tai,unt,van}                                                                                 | {a#,ace,ain,ant,ava,ava!,f#,foi,foi!,iun,lac,nta,nti,oiu,p#,pla,pla!,tai,unt,van}                                                                         |        0.8
 Aztec Mexican Restaurants                       | Azteca Mexican Restsuants                       | {a#,ant,aur,azt,azt!,can,est,exi,ica,m#,mex,mex!,nts,r#,ran,res,res!,sta,tau,tec,ura,xic,zte}                                                                 | {a#,ant,azt,azt!,can,eca,est,exi,ica,m#,mex,mex!,nts,r#,res,res!,sts,sua,tec,tsu,uan,xic,zte}                                                             |   0.782609
 Azuca Nuevo Latino,. Rextaurant and Bar         | Azuca Nuevo Latino, Restaurant and Bar          | {a#,and,and!,ant,ati,aur,azu,azu!,b#,bar,bar!,evo,ext,ino,l#,lat,lat!,n#,nue,nue!,r#,ran,rex,rex!,tau,tin,uca,uev,ura,xta,zuc}                                | {a#,and,and!,ant,ati,aur,azu,azu!,b#,bar,bar!,est,evo,ino,l#,lat,lat!,n#,nue,nue!,r#,ran,res,res!,sta,tau,tin,uca,uev,ura,zuc}                            |   0.870968
 Axzurro Pizza                                   | Azzurro Pizza                                   | {a#,axz,axz!,izz,p#,piz,piz!,rro,urr,xzu,zur,zza}                                                                                                             | {a#,azz,azz!,izz,p#,piz,piz!,rro,urr,zur,zza,zzu}                                                                                                         |       0.75
 Bacchus Wine Bar & Restaurant                   | Bacchus Wine Bar & Restaurant                   | {acc,ant,aur,b#,bac,bac!,bar,bar!,cch,chu,est,hus,ine,r#,ran,res,res!,sta,tau,ura,w#,win,win!}                                                                | {acc,ant,aur,b#,bac,bac!,bar,bar!,cch,chu,est,hus,ine,r#,ran,res,res!,sta,tau,ura,w#,win,win!}                                                            |          1
 Back Street Restaurant                          | Bacfk Street Restaurant                         | {ack,ant,aur,b#,bac,bac!,eet,est,r#,ran,ree,res,res!,s#,sta,str,str!,tau,tre,ura}                                                                             | {acf,ant,aur,b#,bac,bac!,cfk,eet,est,r#,ran,ree,res,res!,s#,sta,str,str!,tau,tre,ura}                                                                     |   0.904762
 Bahama Breeze                                   | Bahama Breze                                    | {aha,ama,b#,bah,bah!,bre,bre!,eez,eze,ham,ree}                                                                                                                | {aha,ama,b#,bah,bah!,bre,bre!,eze,ham,rez}                                                                                                                |   0.818182
 Baja Fresh Mexican Gill                         | Baja Fresh Mexican Grill                        | {aja,b#,baj,baj!,can,esh,exi,f#,fre,fre!,g#,gil,gil!,ica,ill,m#,mex,mex!,res,xic}                                                                             | {aja,b#,baj,baj!,can,esh,exi,f#,fre,fre!,g#,gri,gri!,ica,ill,m#,mex,mex!,res,ril,xic}                                                                     |   0.857143
 Amelias Mexican Restaurant                      | Baja Mexican Restaurant                         | {a#,ame,ame!,ant,aur,can,eli,est,exi,ias,ica,lia,m#,mel,mex,mex!,r#,ran,res,res!,sta,tau,ura,xic}                                                             | {aja,ant,aur,b#,baj,baj!,can,est,exi,ica,m#,mex,mex!,r#,ran,res,res!,sta,tau,ura,xic}                                                                     |   0.708333
